village_name,ndvi,evi_log,evi_mean,evi_median,infra_density,electrified
Bihar(vil)-Aber-227876.tif,0.5172305764411028,6.58102287404984,1.3906746258338292,1.8881163497765858,0.0828080229226361,1
Bihar(vil)-Abgil Chak Abdul Fata-243426.tif,0.35874999999999996,7.193106925874267,0.9728863885005316,1.4159622838099797,0.01559748427672956,1
Bihar(vil)-Abgil Chak-243429.tif,0.5174319727891157,5.602720333545968,1.4240788718064625,1.5414758274952571,0.1846590909090909,1
Bihar(vil)-Abgil Hasimpur-243428.tif,0.3643724696356276,5.418189737107743,0.926220233241717,1.3974914997816086,0.17552447552447553,1
Bihar(vil)-Abgil Rampur-243425.tif,0.37823275862068967,7.044605948899581,1.0122355421384175,1.463015188773473,0.024802527646129544,1
Bihar(vil)-Abgil Rampur-243430.tif,0.5949900793650792,6.193332183265713,1.4699615637461345,1.7593177159627278,0.0035294117647058825,0
Bihar(vil)-Abgil-243958.tif,0.2862962962962963,8.305736546290039,0.8351613779862722,0.0,0.0028080469404861692,1
Bihar(vil)-Abgil-258204.tif,0.46772575250836135,8.637889833888083,1.3011120756467183,1.7801009317239125,0.010767065446868403,1
Bihar(vil)-Abgila-255041.tif,0.45326576576576577,7.1917567971929115,1.3087342327291316,1.7077973647551103,0.0012605042016806723,0
Bihar(vil)-Abgila-255300.tif,0.4327256944444444,7.166911746121581,1.3676708719947122,1.5593165267597546,0.023833543505674654,1
Bihar(vil)-Abgila-260047.tif,0.35769980506822613,6.9514472765144,1.0499768008788426,1.5882905821005504,0.03837209302325582,1
Bihar(vil)-Abgila-260635.tif,0.3357253086419753,8.28171563409592,1.2887599716583888,1.7890503803888957,0.011476147614761477,1
Bihar(vil)-Abgila-260769.tif,0.4075231481481481,6.841469508109588,1.334927266294306,1.6545092409307307,0.09385171790235082,1
Bihar(vil)-Abgilla-245527.tif,0.37786234712464223,7.934419830672216,1.12753488258882,1.7276068383997136,0.027241615331964408,1
Bihar(vil)-Abgilla-247746.tif,0.05174897119341564,7.996251857339273,0.739217276374499,0.8544667859872183,0.016530054644808743,1
Bihar(vil)-Abhaideh-248980.tif,0.2880741832473594,7.834676827313296,0.9646561642487844,1.4896801710128784,0.008862526168876483,1
Bihar(vil)-Abhaipur-223855.tif,0.14816586921850078,8.897312067648501,0.6400240172039379,0.0,0.005902905479955866,1
Bihar(vil)-Abhaipur-255149.tif,0.4302556465624225,9.01456502667552,1.255735844373703,1.6725387672583263,0.0054368029739776955,1
Bihar(vil)-Abhaipur-258677.tif,0.305366847826087,7.88533927176469,1.2881932308276494,1.8911012907822926,0.012658227848101266,1
Bihar(vil)-Abhi Chhapra-228441.tif,0.5260539795114263,7.6554112241486845,1.2632530548355796,1.6206183325160632,0.007666941467436109,1
Bihar(vil)-Abhia Diara-238996.tif,0.2886274509803921,5.80456698696311,0.9138262644410133,1.268066518008709,0.04910394265232975,1
Bihar(vil)-Abhia-238997.tif,0.3490599294947121,9.0012353974074,1.028512845436732,1.220848873257637,0.007590700951039098,1
Bihar(vil)-Abhimanwan-232453.tif,0.45030612244897955,7.88845698835382,1.105442335208257,1.6300163666407268,0.0006076975016880487,0
Bihar(vil)-Abhirampur Mandar Arazi-240201.tif,0.3470588235294118,5.259647400406125,1.1593768646319706,1.489214926958084,0.24140625,1
Bihar(vil)-Abhua-234654.tif,0.42372234935164,7.578991712610165,1.1496542475440286,1.605062105438926,0.014310798946444249,1
Bihar(vil)-Abhuar-238218.tif,0.3122685185185185,8.062833150714171,0.9130160460869471,1.0658879429101944,0.006670311645708037,1
Bihar(vil)-Abhui-232646.tif,0.37646876932591217,8.480117742133455,1.0076014562086626,1.4744280251589688,0.00496605930689532,1
Bihar(vil)-Abhwar-221231.tif,0.4058021266759131,9.59032157733297,1.0419365018606186,1.5092282791932423,0.0002753097234388687,1
Bihar(vil)-Abu Chak-228434.tif,0.44635962493105347,7.607507751623411,1.1332172263752331,1.5702302564274182,0.005619834710743801,1
Bihar(vil)-Abu Mohammadpur-244293.tif,0.4771524771524771,6.8953383489429285,1.498140886425972,1.920684019724528,0.07725490196078431,1
Bihar(vil)-Abul Hasanpur-234669.tif,0.49347715413007515,9.15755580814983,1.2299535220319575,1.6496179103851318,0.004724261246000377,1
Bihar(vil)-Abupur Lodipur-245359.tif,0.521275871459695,8.021762571613182,1.2644085450605913,1.7151233499700373,0.023242909987669542,1
Bihar(vil)-Abupur-244124.tif,0.4571794871794872,8.100166453363379,1.3007701310244473,1.6827637499028987,0.007131192161132281,1
Bihar(vil)-Achalpur-221158.tif,0.38450793650793647,8.74979349469762,1.2541534006595612,1.601389745871226,0.0028832825062378707,1
Bihar(vil)-Achalpur-227290.tif,0.479783950617284,7.531302433285451,1.1750332762797673,1.6151574750741322,0.030828516377649325,1
Bihar(vil)-Achambho-258592.tif,0.5485480943738658,6.628641939405623,1.411451240380605,1.8695475558439891,0.02860824742268041,1
Bihar(vil)-Acharajdih-258611.tif,0.4772946859903382,6.819722297357829,1.375734880566597,1.8544368942578633,0.01900647948164147,1
Bihar(vil)-Achari-258726.tif,0.30551206784083496,7.939457785400819,1.17509226500988,1.7562817136446636,0.02107466852756455,1
Bihar(vil)-Achhai Chak-246892.tif,0.429193899782135,5.270859048570453,1.2832650596445256,1.4897542650049382,0.007142857142857143,0
Bihar(vil)-Achhe Chak-238294.tif,0.37275078722447147,7.2450648885704965,0.9735313554604849,1.4935675760110219,0.030810092961487383,1
Bihar(vil)-Achhra-258768.tif,0.49087301587301585,8.295126404474935,1.3018888433774312,1.7660604914029439,0.0016900048285852245,1
Bihar(vil)-Achhua-245707.tif,0.39323680351906165,8.811075976305526,1.2761703232924144,1.712567299604416,0.0002330398757120663,0
Bihar(vil)-Achhwan-256447.tif,0.3770479074462303,8.412793063904585,1.077652465213429,1.602407845583829,0.019392624728850325,1
Bihar(vil)-Achitpur-233042.tif,0.5847338935574229,5.778585540740482,1.3816476518457586,1.7133591066707263,0.09347826086956522,1
Bihar(vil)-Achitpur-233043.tif,0.4415922619047619,7.976768313107843,1.095050502907146,1.5275797952305188,0.007168246445497631,1
Bihar(vil)-Achlu-253227.tif,0.20704948646125118,5.9713016820036415,1.19720336523923,1.8754223476756702,0.0042452830188679245,0
Bihar(vil)-Achran-224825.tif,0.3144319131161237,7.179798891684908,0.8486276431517168,0.0,0.0011811023622047244,0
Bihar(vil)-Achuara-246437.tif,0.2697737556561086,8.189684231336981,0.6659267246723175,0.0,0.00437375745526839,1
Bihar(vil)-Achuki-253064.tif,0.2815307140912803,9.201340778537276,0.9407371607693759,0.0,0.005058365758754864,1
Bihar(vil)-Achuki-254651.tif,0.45652173913043476,8.36128992801152,1.2123705419627102,1.6759131930091165,0.008928571428571428,1
Bihar(vil)-Adabari-238664.tif,0.40810397553516814,8.958308196094038,1.043737530708313,1.5035391052563984,0.0022275449101796406,1
Bihar(vil)-Adai-254620.tif,0.31208909250918876,9.428467789644646,0.9969846552068536,1.39599440314553,0.005576043664257265,1
Bihar(vil)-Adain-251825.tif,0.29112554112554107,8.019979507351643,1.4283680965503056,1.9557408193747203,0.005828421741977734,1
Bihar(vil)-Adalpur urf Abdulpur-228147.tif,0.3304375804375805,7.438046971464956,0.96286695653742,1.4790033318779685,0.0035343035343035345,1
Bihar(vil)-Adalpur Urf Adilnagar-235421.tif,0.4938839701770736,8.409318966850911,1.0633762677510579,1.5578518907229106,0.00901929893658921,1
Bihar(vil)-Adalpur-219222.tif,0.40472636815920393,8.279800355621884,1.1054745366175969,1.662996123234431,0.004397705544933079,1
Bihar(vil)-Adalpur-227090.tif,0.42727272727272725,8.077386709526184,1.113644003868103,1.6310107211271923,0.0005178365937859609,0
Bihar(vil)-Adalpur-227920.tif,0.40441845354126055,7.883438945283736,1.0729921013116837,1.4117192476987839,0.0005625,0
Bihar(vil)-Adalpur-235695.tif,0.3865697310819261,6.984651825823973,1.0293128165331753,1.3709159005771985,0.03248811410459588,1
Bihar(vil)-Adalpur-236788.tif,0.43145889792231257,7.272449685795696,1.003361538052559,1.4722761362791061,0.006197854588796186,1
Bihar(vil)-Adalpur-242888.tif,0.40955284552845533,7.416490986506223,1.0538859615723293,1.5596461196740468,0.03407880724174654,1
Bihar(vil)-Adalpur-242891.tif,0.611111111111111,3.6790182378120675,1.3482785522937775,1.669757753610611,0.034782608695652174,1
Bihar(vil)-Adalpur-242895.tif,0.7045454545454546,3.5933981506888895,1.7101030051708221,1.7837462027867634,0.04285714285714286,0
Bihar(vil)-Adalpur-242896.tif,0.6888888888888888,3.894980276918251,1.6830502847830455,1.6861842970053356,1.4517241379310344,1
Bihar(vil)-Adalpur-242897.tif,0.6944444444444443,3.375205498377276,1.655342658360799,1.6019715666770935,3.95,1
Bihar(vil)-Adalpur-242898.tif,0.7135416666666666,3.2190685656534535,1.6168832679589589,1.8100042939186096,1.2428571428571429,1
Bihar(vil)-Adalpur-242899.tif,0.7166666666666667,3.8430445610982047,1.5806327660878499,1.6046163539091747,0.03103448275862069,0
Bihar(vil)-Adalpur-242900.tif,0.6560606060606061,4.33410691238261,1.4177257269620895,1.7130942245324452,0.4813953488372093,1
Bihar(vil)-Adalpur-242901.tif,0.5625,3.5424678231576876,1.2628730833530426,1.6047144035498302,0.04285714285714286,0
Bihar(vil)-Adalpur-242902.tif,0.7604166666666666,3.3256222110087124,1.8056087295214336,1.9227115909258525,1.5933333333333333,1
Bihar(vil)-Adalpur-242903.tif,0.7824074074074073,3.43553179616814,1.7718128263950348,1.746273120244344,1.4444444444444444,1
Bihar(vil)-Adalpur-257337.tif,0.3896645021645022,7.384731303623339,1.063555982979861,1.5304401137612083,0.010572687224669603,1
Bihar(vil)-Adam Chhapra-228902.tif,0.340909090909091,6.168425264566509,1.0737754214893689,1.5207004222002896,0.19342560553633217,1
Bihar(vil)-Adamanpur-232447.tif,0.44688908485204787,9.805200855185511,1.0721583813428879,1.4199164311091106,8.393173552177563e-05,0
Bihar(vil)-Adampur Ashia-260122.tif,0.3537991858887381,8.164393335700526,1.2365285257498424,1.5723270177841187,0.009835294117647058,1
Bihar(vil)-Adampur Kasht-224799.tif,0.3028175234057587,7.356491675776201,0.8508944673971697,0.0,0.01314878892733564,1
Bihar(vil)-Adampur Mal-224800.tif,0.39157509157509157,6.892195729618913,1.1147500710053877,1.6050224629315464,0.1277882797731569,1
Bihar(vil)-Adampur Nisf 1st-229015.tif,0.3358024691358024,7.443150065606989,1.009151361205361,1.5799043503674595,0.009914712153518124,1
Bihar(vil)-Adampur Nisf 2nd-229014.tif,0.4833333333333334,7.236652491468186,1.4126672636378894,1.728779207576405,0.06901041666666667,1
Bihar(vil)-Adampur Piprawan-245581.tif,0.3271419009370817,7.833624640380492,0.8536221059885892,0.0,0.004146170063246662,1
Bihar(vil)-Adampur-234960.tif,0.4246775614836176,8.422745987736317,1.1218985644253818,1.6697368621826172,0.01872895622895623,1
Bihar(vil)-Adampur-242742.tif,0.3787393162393162,5.245098591941782,1.2397331198056538,1.4172566483418148,0.21925925925925926,1
Bihar(vil)-Adampur-242744.tif,0.6446969696969698,5.642367830582548,1.304076264301936,1.8430234293142955,0.17671232876712328,1
Bihar(vil)-Adampur-242755.tif,0.5179924242424242,5.876636181905546,1.3745864729086559,1.706279198328654,0.22766990291262135,1
Bihar(vil)-Adampur-242910.tif,0.4445847362514028,6.481083121929289,1.1135707795619965,1.6090560853481293,0.018508997429305913,1
Bihar(vil)-Adampur-242911.tif,0.3479510244877561,6.306343199113599,0.8331120113531748,0.0,0.036036036036036036,1
Bihar(vil)-Adampur-245145.tif,0.43158436213991774,8.650064981420977,1.2194316933552425,1.7215855022271473,0.0211107393777183,1
Bihar(vil)-Adampur-245250.tif,0.3985484544695072,7.354221786489751,0.9934238683093678,1.430637316270308,0.03125671321160043,1
Bihar(vil)-Adampur-245579.tif,0.32783224400871463,7.850358692787941,0.8524139469320123,0.0,0.010672514619883042,1
Bihar(vil)-Adampur-254985.tif,0.37357892092205264,8.852926004376037,1.3756811131130566,1.8536758747967808,0.0007479224376731302,1
Bihar(vil)-Adampur-257455.tif,0.5377616747181965,7.246211315400501,1.390484978755315,1.790039559205373,0.012483221476510067,1
Bihar(vil)-Adampur-257829.tif,0.3255597014925373,7.740457986748708,1.0053484390179317,0.0,0.014210526315789474,1
Bihar(vil)-Adar-256205.tif,0.5357311003497444,8.83745677703346,1.4201446663249622,1.9093500267375598,0.0014581510644502771,1
Bihar(vil)-Adauri-218768.tif,0.43443812074545246,9.614341825933383,1.2858600941571323,1.6939373124729504,6.054001695120475e-05,1
Bihar(vil)-Adda Milik-225580.tif,0.47333333333333333,6.2203560448301625,1.202535022388805,1.6176218444650823,0.12482517482517483,1
Bihar(vil)-Addapur-254649.tif,0.4666355334163554,7.599136601190483,1.2718164270574397,1.6995905529369006,0.03097261567516525,1
Bihar(vil)-Adeya-258281.tif,0.38249128919860625,8.05365567364453,1.1238335967063904,1.6257824301719666,0.018424101969872538,1
Bihar(vil)-Adganwan-258215.tif,0.2656597479614529,7.669612210076451,0.815588558713595,0.0,0.046885813148788924,1
Bihar(vil)-Adham khap-256551.tif,0.24196976854038735,7.884074566129229,0.6498511975461786,0.0,0.006155015197568389,1
Bihar(vil)-Adhang-223778.tif,0.3607155896312522,9.137334294688396,1.0388551896268672,1.4028106386011296,0.004988166757691608,1
Bihar(vil)-Adhar Dih-247649.tif,0.3801945181255526,6.8495995707801,1.3223019788662593,1.7761333485444386,0.0016822429906542056,0
Bihar(vil)-Adharpa-248028.tif,0.25346179512846173,9.100959356751307,0.9365669055418535,1.435066038911993,0.00017523364485981307,0
Bihar(vil)-Adharpur urf Chak Nizamat-236701.tif,0.528755868544601,8.607461518076152,1.1200911204020183,1.5853415727615356,0.002273476112026359,1
Bihar(vil)-Adharpur-227645.tif,0.4205873758036236,8.252398044176791,1.159607191880544,1.6313449045022328,0.01239193083573487,1
Bihar(vil)-Adharpur-231645.tif,0.47625,6.562473535418567,1.2098298939791592,1.6859790303490378,0.02391857506361323,1
Bihar(vil)-Adharpur-237891.tif,0.5418229557389348,7.369940658594985,1.2109235525131226,1.6864882508913677,0.0163895486935867,1
Bihar(vil)-Adharpur-237893.tif,0.6259259259259259,4.819645176727252,1.4050133178631465,1.762120634317398,0.3347826086956522,1
Bihar(vil)-Adhaura-250553.tif,0.44532889374468904,10.121755410334197,1.3209985169497402,1.8439898165789517,0.0022641509433962265,1
Bihar(vil)-Adhaura-251259.tif,0.22515785975407113,,,,0.009202453987730062,1
Bihar(vil)-Adhaura-252078.tif,0.336589713720922,9.204732506618214,1.0881534069776535,0.0,0.0007854007854007854,1
Bihar(vil)-Adhaura-253235.tif,0.109375,8.695621655621913,0.7611067186702382,0.0,0.008735632183908045,1
Bihar(vil)-Adhbarwa-258485.tif,0.41858237547892724,6.866339647751913,1.1385132571061451,1.784069021542867,0.0507760532150776,1
Bihar(vil)-Adhgain-219162.tif,0.48743848743848756,7.404138902911772,1.311403128233823,1.7284663373773748,0.02397336293007769,1
Bihar(vil)-Adhgaon-219748.tif,0.36008898508898507,8.69461396035188,1.1173883568156848,1.6391791972247036,0.00026431718061674007,0
Bihar(vil)-Adhikari-222640.tif,0.41983575837742504,8.783738476162155,1.1187480092048645,1.681510405106978,0.0002524544179523142,0
Bihar(vil)-Adhinchak-228849.tif,0.45208333333333334,5.712898341018451,1.2973764592950994,1.6382987824353306,0.17359550561797754,1
Bihar(vil)-Adhinpur-234769.tif,0.46520763187429853,6.453536951588901,1.0824237194928257,1.5657584342089566,0.20702247191011236,1
Bihar(vil)-Adhkaili-224139.tif,0.30996707193515705,9.208911420513923,0.9710389809174971,1.409301226789301,0.0037557880294975133,1
Bihar(vil)-Adhlar-227802.tif,0.367764060356653,7.091663183811051,1.0200783262650173,1.4426709810892742,0.02981366459627329,1
Bihar(vil)-Adhlar-227803.tif,0.34200779727095515,6.643398148100082,0.9210674067338308,0.0,0.090625,1
Bihar(vil)-Adhloam-227209.tif,0.5029761904761905,8.735291238962443,1.2925975471735,1.7152804632981618,0.004480712166172107,1
Bihar(vil)-Adhmauli-230279.tif,0.6732883558220889,7.60098482588904,1.53202490011851,1.8451933761437733,0.022692307692307692,1
Bihar(vil)-Adhmauli-230370.tif,0.4682459677419355,6.432725284630766,1.2914651185274124,1.7328015963236492,0.040059347181008904,1
Bihar(vil)-Adhpa-245366.tif,0.42390289449112983,8.76380854735381,1.140605698932301,1.6181198792024092,0.02515687393040502,1
Bihar(vil)-Adhupur-234375.tif,0.23671497584541068,7.109627170145657,0.6000702381134033,0.0,0.02364963503649635,1
Bihar(vil)-Adhvania-249463.tif,0.3355796335447498,7.80247988488993,1.3520981818437576,1.671428342660268,0.03276098901098901,1
Bihar(vil)-Adhwar-249431.tif,0.31487651030561475,8.414318771667334,1.253344049056371,1.6841871639092763,0.00034775888717156103,0
Bihar(vil)-Adhwari-220254.tif,0.3249807741604716,8.045865287226253,0.8211563676595688,0.0,0.012877030162412994,1
Bihar(vil)-Adhyan Khap-254262.tif,0.39120370370370366,6.486594554383936,1.3754154443740845,1.962114312432029,0.28056426332288403,1
Bihar(vil)-Adi Gopalpur-228912.tif,0.427295918367347,5.5203365337548895,1.3284533294764431,1.7075192278081721,0.006569343065693431,0
Bihar(vil)-Adilapur-250673.tif,0.3015775034293553,7.478355147366013,1.5744933088620503,2.0121923287709556,0.022039473684210525,1
Bihar(vil)-Adit dih-220848.tif,0.5325987144168961,6.871478167167576,1.366162399450938,1.7475529710451763,0.055977229601518026,1
Bihar(vil)-Adkhani-219190.tif,0.38608523119392685,8.37636598976072,1.1642523407936096,1.6008923270485618,0.023560808234845597,1
Bihar(vil)-Adla-245498.tif,0.3284366576819407,8.095312296365647,0.9055984616279602,0.0,0.012935323383084577,1
Bihar(vil)-Adli-231368.tif,0.48631323631323625,6.916208770035087,1.0670517136653264,1.6585978368918102,0.06275992438563327,1
Bihar(vil)-Adlichak-231369.tif,0.5461621041331187,6.592335468773374,1.187116468946139,1.6335137486457825,0.041176470588235294,1
Bihar(vil)-Adlipur-245439.tif,0.4747360482654601,6.947112380835099,1.2018202434886585,1.6800382679158992,0.0016100178890876566,0
Bihar(vil)-Adluchak-260196.tif,0.32301587301587303,4.721209208645107,1.0908272912104924,1.4877654512723286,0.6581081081081082,1
Bihar(vil)-Adma Rastipur-253706.tif,0.30829282663131535,8.39685885148545,1.0360987186431885,1.5753297155553645,8.613264427217915e-05,1
Bihar(vil)-Adma-253276.tif,0.2674119241192412,8.039775909490862,1.3505225831812078,1.9203062490983442,0.020144317498496694,1
Bihar(vil)-Adman-256046.tif,0.43119868637110015,7.145023132557086,1.2840279774232344,1.829593539237976,0.0561128526645768,1
Bihar(vil)-Admapur-230999.tif,0.5559756097560975,,,,0.000625,0
Bihar(vil)-Admapur-233875.tif,0.5475,7.11669472195813,1.5793808590282092,1.8173704038966785,0.0953030303030303,1
Bihar(vil)-Admapur-234153.tif,0.2771121351766513,7.434117583433789,0.7951125448400324,0.0,0.027311370882040383,1
Bihar(vil)-Admapur-250334.tif,0.6189102564102563,7.74178481399133,1.4924202958742778,1.8808271288871765,0.046843003412969285,1
Bihar(vil)-Admapur-252159.tif,0.33258460616951174,7.964435095634735,1.3759538282950718,1.9556068380673726,0.03656509695290859,1
Bihar(vil)-Admapur-252440.tif,0.31964631782945735,8.476973966394256,1.0136194775501888,1.4802377422650654,0.007588652482269503,1
Bihar(vil)-Adpha-248194.tif,0.5016280016280016,7.8026523398548635,1.5504514674345653,1.8811450600624084,0.0025699168556311412,1
Bihar(vil)-Adras-243072.tif,0.5847259358288771,7.728347761470359,1.552971323331197,1.8232110341389973,0.00860655737704918,1
Bihar(vil)-Adri-254335.tif,0.3411943319838056,8.56120611205864,1.095331777225841,1.6419152780012651,0.00435085276714236,1
Bihar(vil)-Adupur-243540.tif,0.3131638418079096,7.185826077883714,0.9184236625830332,0.0,0.0012362637362637362,0
Bihar(vil)-Adupur-243541.tif,0.5091983430799221,7.414556214368517,1.2305732866128285,1.654198984305064,0.021494252873563217,1
Bihar(vil)-Adwara urf Chintamanpur-229633.tif,0.4265496521189121,7.152624805820082,1.2586229931224475,1.7541722059249878,0.006590257879656161,1
Bihar(vil)-Adwaria-258498.tif,0.5206997084548106,7.963358154640038,1.7485884428024292,2.1709551215171814,0.019465648854961833,1
Bihar(vil)-Aer-247292.tif,0.3083053467668852,,,,0.004365781710914454,1
Bihar(vil)-Aer-255122.tif,0.23071308253790002,9.439570499684546,0.714105719869787,0.0,0.0019338145172272912,1
Bihar(vil)-Afardih-244118.tif,0.2582399626517274,8.400729601998709,0.6419879272580147,0.0,0.0003751563151313047,0
Bihar(vil)-Afazalpur Dhobghati Saidpur-235627.tif,0.36781970649895185,7.738931475173988,0.9784788977016102,1.421897660602223,0.01726937269372694,1
Bihar(vil)-Afazlpur Puraina-235086.tif,0.4423155653811512,8.375477214272793,1.0826724063266406,1.53948683088476,0.007303141574867401,1
Bihar(vil)-Afjunpur-243492.tif,0.5934523809523811,5.178947430476136,1.290242686867714,1.8634878993034363,0.00989010989010989,0
Bihar(vil)-Afjupur-242793.tif,0.459652812139205,8.46921715025166,1.2099819233020146,1.743396947781245,0.00037846930193439864,0
Bihar(vil)-Afzal Chak-247688.tif,0.28071895424836596,6.441082009315416,1.32015360891819,1.820220371087392,0.14073033707865168,1
Bihar(vil)-Afzala-227735.tif,0.27504887585532745,9.627687563779638,0.710353838900725,0.0,0.004502630612994005,1
Bihar(vil)-Afzalnagar-243185.tif,0.3683261183261182,6.794916601761248,1.3793892115354538,1.9681132932504017,0.0020881670533642693,0
Bihar(vil)-Afzalpur Gangauil-227154.tif,0.491593567251462,7.29789559093905,1.3445541262626648,1.818455547094345,0.013682864450127877,1
Bihar(vil)-Afzalpur-226702.tif,0.39512303935380855,8.912249216218415,1.0912696023782094,1.4828713238239288,0.010358202144649784,1
